environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_action_mask,mean_battle_won,mean_episode_length,mean_episode_returns,mean_episode_time,std_action_mask,std_battle_won,std_episode_length,std_episode_returns,std_episode_time,updates
1100521,9.593726,0.62301177,9.593726,0.62301177,0.05,4.954952716827393,4.78,0.0,133.2,19.187452,0.2790734049893217,1.9369048,0.0,37.59122237969922,1.2460235,0.08045563087800511,14773
1200663,9.819608,0.96135235,9.819608,0.96135235,0.05,5.244300365447998,6.24,0.0,142.84,19.639215,0.3057823737291619,3.0335457,0.0,25.404613754198273,1.9227047,0.05714385453723962,15501
1300703,10.659475,1.7721175,10.659475,1.7721175,0.05,2.864192008972168,2.87,0.02,122.76,21.31895,0.26708605288818943,1.9882404,0.13999999999999999,24.956009296359863,3.544235,0.05666696680111082,16224
1400718,13.3783,4.5079794,13.3783,4.5079794,0.05,2.477224826812744,3.15,0.27,94.22,26.7566,0.19818342379759998,1.8887827,0.4439594576084623,13.910125808201736,9.015959,0.02844413242152406,17101
1500735,11.116102,1.240641,11.116102,1.240641,0.05,3.2264227867126465,2.04,0.01,60.21,22.232204,0.12019816168933176,0.39799502,0.09949874371066199,18.79696518058168,2.481282,0.03953600817831398,18567
1600739,10.398202,1.3877052,10.398202,1.3877052,0.05,4.351863861083984,2.04,0.01,34.04,20.796404,0.06456364537589251,0.397995,0.09949874371066199,0.3720215047547654,2.7754104,0.0036440979652355484,20937
1700754,11.171185,1.4358301,11.171185,1.4358301,0.05,3.1163716316223145,2.08,0.02,32.12,22.34237,0.06428005253023002,0.56,0.13999999999999999,0.6968500556073739,2.8716602,0.0036052421554130638,23734
1800758,12.148782,2.1014016,12.148782,2.1014016,0.05,2.5157852172851562,2.24,0.06,32.01,24.297564,0.060744883712613953,0.9499474,0.23748684174075832,0.4581484475582122,4.202803,0.0026889213106973038,26784
1900776,11.916513,2.224833,11.916513,2.224833,0.05,1.8214004039764404,2.24,0.06,31.99,23.833027,0.06184514575987123,0.9499474,0.23748684174075832,0.49989998999799945,4.449666,0.002820687410661213,29905
2000786,16.053173,4.756973,16.053173,4.756973,0.05,3.6293036937713623,4.24,0.56,31.53,32.106346,0.06078407714725472,1.9855477,0.4963869458396343,0.5908468498688979,9.513946,0.004750260909289384,33054
2100800,15.050194,4.952075,15.050194,4.952075,0.05,5.496265888214111,3.88,0.47,31.69,30.100388,0.06127852129400708,1.9963967,0.49909918853871116,0.9454628496138808,9.90415,0.0037105444269166874,36208
2200814,14.591872,4.874227,14.591872,4.874227,0.05,3.4707863330841064,3.68,0.42,31.72,29.183744,0.0671801366773434,1.9742339,0.49355850717012273,0.8953211714239757,9.748454,0.007244662215800176,39330
2300821,14.851917,4.8542852,14.851917,4.8542852,0.05,4.382202625274658,3.76,0.44,31.62,29.703835,0.0610166720818961,1.9855478,0.4963869458396343,0.5249761899362675,9.7085705,0.0033619349277891107,42472
2400840,14.783844,4.4708996,14.783844,4.4708996,0.05,7.5566205978393555,3.6,0.4,31.84,29.567688,0.06299474324274343,1.9595919,0.4898979485566356,1.5538339679644027,8.941799,0.004306097697326721,45612
2500859,15.573225,4.835229,15.573225,4.835229,0.05,4.7576212882995605,4.11,0.51,36.06,31.14645,0.07032056666212157,1.9894472,0.49989998999799945,19.952353244667652,9.670458,0.04197766044183479,48631
2600974,15.663839,4.957207,15.663839,4.957207,0.05,4.56560754776001,4.33,0.53,39.04,31.327679,0.07783777197997552,2.0835307,0.49909918853871116,28.859979209971726,9.914414,0.06135269807042697,51290
2701003,16.361382,4.721687,16.361382,4.721687,0.05,5.135425090789795,4.58,0.59,38.19,32.722763,0.07626292925851885,1.8983148,0.49183330509431744,28.262588345726577,9.443374,0.06062020148655396,53939
2801052,15.651232,4.395002,15.651232,4.395002,0.05,4.441089630126953,3.92,0.48,33.17,31.302464,0.06604051249218174,1.9983994,0.4995998398718718,13.038446993411448,8.790004,0.027111897935886625,56675
2901174,15.425145,4.7033176,15.425145,4.7033176,0.05,3.5715491771698,3.92,0.48,33.37,30.85029,0.06390511712059378,1.9983994,0.4995998398718718,13.477874461501708,9.406635,0.0272076691276129,59584
3001193,15.582294,4.46466,15.582294,4.46466,0.05,4.131043434143066,3.92,0.48,31.28,31.164589,0.05980844128760509,1.9983994,0.49959983987187184,1.0007996802557444,8.92932,0.0034513424570955732,62733
3101219,15.646018,4.5279374,15.646018,4.5279374,0.05,2.8906641006469727,3.96,0.49,31.22,31.292036,0.05985806331038475,1.9995998,0.4998999899979995,0.9856977224281286,9.055875,0.003425330394846051,65912
3201240,15.697346,4.5534897,15.697346,4.5534897,0.05,2.7868428230285645,4.0,0.5,31.14,31.394691,0.05943382911907975,2.0,0.5,0.9275774900244184,9.106979,0.004882132835282176,69107
3301246,15.494573,4.5837417,15.494573,4.5837417,0.05,2.854322671890259,3.92,0.48,31.34,30.989145,0.06052792330447119,1.9983994,0.49959983987187184,0.8742997197757757,9.167483,0.003140658796092365,72301
3401251,16.658478,4.495147,16.658478,4.495147,0.05,2.7497758865356445,4.44,0.61,31.0,33.316956,0.05774017166753765,1.951,0.4877499359302879,0.938083151964686,8.990294,0.00501158115577311,75502
3501274,16.723206,4.384086,16.723206,4.384086,0.05,3.759634256362915,4.44,0.61,31.48,33.44641,0.059015285032219256,1.9509999,0.4877499359302879,0.574108003776293,8.768172,0.004956612669160995,78694
3601274,16.602873,4.5610785,16.602873,4.5610785,0.05,2.591723918914795,4.44,0.61,31.43,33.205746,0.05823536584852263,1.951,0.4877499359302879,0.6519969325081215,9.122157,0.00385605191034352,81884
3701289,16.96555,4.5723104,16.96555,4.5723104,0.05,2.501603364944458,4.64,0.66,30.9,33.9311,0.05804948412289377,1.8948352,0.4737087712930805,0.9433981132056604,9.144621,0.0032261864079873494,85071
3801296,16.907621,4.330221,16.907621,4.330221,0.05,2.094191312789917,4.52,0.63,31.45,33.815243,0.057772127963253296,1.9312172,0.4828043081829324,0.5722761571129799,8.660442,0.002397574095235095,88260
3901298,17.339466,4.2068033,17.339466,4.2068033,0.05,2.0640463829040527,4.72,0.68,31.11,34.678932,0.05648784158052877,1.8659047,0.466476151587624,0.9369631796394137,8.413607,0.002225967271932967,91436
